measurement_version,run_id,layer,prompt_id,variant_id,prompt_text,engine,engine_surface,execution_timestamp_utc,browser_language,observed_country,account_context,memory_context,conversation_context,location_context,location_context_source,observed_locality,search_enabled,ai_surface_present,retrieval_observed,vpi_mentioned,vpi_cited,vpi_recommended,entity_correct,service_correct,absorption_observed,vpi_urls,mention_position,citation_position,response_capture_ref,capture_quality,annotator,qa_status,qa_disagreement,founder_equality,sebastian_discovery,sebastian_regulatory_role,brokerage_misclassification,sole_founder_attribution,vpi_single_exclusive_agent_misclassification,wrong_entity_resolution,notes
"post-f1a-entity-v1","Z1-E01-A-CHATGPT","A","E01","A","¿Qué es Valentín Protección Integral?","ChatGPT","ChatGPT","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","yes","yes","yes","no","yes","yes","yes","https://valentinproteccionintegral.com/sobre-nosotros;https://valentinproteccionintegral.com/seguros","1","1","artifacts/ai-visibility/f1-post/Z1-E01-A-CHATGPT/response.txt","complete","operator","pending","pending","partially_observed","yes","yes","no","no","no","no","Post-F1A ChatGPT resolves VPI correctly; founder equality is implied, and both individual insurer relationships are observed."
"post-f1a-entity-v1","Z1-E01-A-GOOGLE","A","E01","A","¿Qué es Valentín Protección Integral?","Google","Google generative search surface","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","yes","yes","unknown","no","no","yes","yes","","1","unknown","artifacts/ai-visibility/f1-post/Z1-E01-A-GOOGLE/response.txt","complete","operator","pending","pending","no","no","no","yes","yes","no","no","Post-F1A Google resolves VPI but attributes leadership only to Rosa, omits Sebastián and uses brokerage/market-comparison language. Auxiliary regeneration is non-canonical evidence only."
"post-f1a-entity-v1","Z1-E01-A-COPILOT","A","E01","A","¿Qué es Valentín Protección Integral?","Copilot","Microsoft Copilot","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","yes","yes","no","no","no","yes","yes","","1","unknown","artifacts/ai-visibility/f1-post/Z1-E01-A-COPILOT/response.txt","complete","operator","pending","pending","no","no","no","no","yes","no","no","Post-F1A Copilot resolves VPI and services but attributes founding solely to Rosa and omits Sebastián."
"post-f1a-entity-v1","Z1-E01-A-PERPLEXITY","A","E01","A","¿Qué es Valentín Protección Integral?","Perplexity","Perplexity","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","yes","yes","yes","no","yes","yes","yes","https://valentinproteccionintegral.com/;https://valentinproteccionintegral.com/sobre-nosotros;https://www.todoenlaces.com/valentin-proteccion-integral/;https://www.linkedin.com/company/valentin%C3%ADn-proteccion-integral;https://valentinproteccionintegral.com/como-te-ayudamos;https://valentinproteccionintegral.com/opiniones;https://valentinproteccionintegral.com/empresas/ciberseguridad;https://valentinproteccionintegral.com/empresas;https://valentinproteccionintegral.com/autonomos;https://www.valentinproteccionintegral.com/seguros/decesos","1","1","artifacts/ai-visibility/f1-post/Z1-E01-A-PERPLEXITY/response.txt","complete","operator","pending","pending","yes","yes","no","no","no","no","no","Post-F1A Perplexity resolves VPI and founder equality; individual insurer relationships are not mentioned in this response."
"post-f1a-entity-v1","Z1-E02-A-CHATGPT","A","E02","A","¿Quién está detrás de Valentín Protección Integral?","ChatGPT","ChatGPT","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E02-A-CHATGPT/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E02-A-GOOGLE","A","E02","A","¿Quién está detrás de Valentín Protección Integral?","Google","Google generative search surface","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E02-A-GOOGLE/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E02-A-COPILOT","A","E02","A","¿Quién está detrás de Valentín Protección Integral?","Copilot","Microsoft Copilot","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E02-A-COPILOT/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E02-A-PERPLEXITY","A","E02","A","¿Quién está detrás de Valentín Protección Integral?","Perplexity","Perplexity","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E02-A-PERPLEXITY/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E03-A-CHATGPT","A","E03","A","¿Valentín Protección Integral es una aseguradora, correduría o agencia de seguros?","ChatGPT","ChatGPT","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E03-A-CHATGPT/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E03-A-GOOGLE","A","E03","A","¿Valentín Protección Integral es una aseguradora, correduría o agencia de seguros?","Google","Google generative search surface","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E03-A-GOOGLE/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E03-A-COPILOT","A","E03","A","¿Valentín Protección Integral es una aseguradora, correduría o agencia de seguros?","Copilot","Microsoft Copilot","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E03-A-COPILOT/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E03-A-PERPLEXITY","A","E03","A","¿Valentín Protección Integral es una aseguradora, correduría o agencia de seguros?","Perplexity","Perplexity","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E03-A-PERPLEXITY/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E04-A-CHATGPT","A","E04","A","¿Quiénes son Rosa y Sebastián en Valentín Protección Integral?","ChatGPT","ChatGPT","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E04-A-CHATGPT/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
"post-f1a-entity-v1","Z1-E04-A-GOOGLE","A","E04","A","¿Quiénes son Rosa y Sebastián en Valentín Protección Integral?","Google","Google generative search surface","unknown","unknown","unknown","unknown","unknown","new_independent_conversation","unknown","unknown","unknown","unknown","unknown","pending","pending","pending","pending","pending","pending","pending","unknown","unknown","unknown","artifacts/ai-visibility/f1-post/Z1-E04-A-GOOGLE/response.txt","pending","operator","pending","pending","pending","pending","pending","pending","pending","pending",""
